camera,side,time_s,BFI,BVI
3,right,7.975,5.57774,7.22747
3,right,8.0,5.20485,7.10418
3,right,8.025,5.29683,7.22257
3,right,8.05,5.01682,7.27824
3,right,8.075,4.90154,7.44116
3,right,8.1,5.12715,7.54208
3,right,8.125,4.94668,7.45322
3,right,8.15,5.08144,7.57867
3,right,8.175,4.92967,7.79041
3,right,8.2,4.68529,7.76023
3,right,8.225,4.74604,8.02605
3,right,8.25,4.39838,8.05683
3,right,8.275,4.68094,7.86398
3,right,8.3,4.64601,7.93525
3,right,8.325,4.54348,8.08838
3,right,8.35,4.51851,7.8998
3,right,8.375,4.54607,7.75594
3,right,8.4,4.59194,7.99359
3,right,8.425,4.70396,7.80037
3,right,8.45,4.52096,7.60065
3,right,8.475,4.58597,7.77935
3,right,8.5,4.94613,7.71
3,right,8.525,5.17971,7.37557
3,right,8.55,5.40969,7.49371
3,right,8.575,5.65838,7.30104
3,right,8.6,5.79541,7.25597
3,right,8.625,5.89764,7.25433
3,right,8.65,5.81649,7.34348
3,right,8.675,5.47899,7.22855
3,right,8.7,5.49161,7.23929
3,right,8.725,5.12634,7.47457
3,right,8.75,5.00702,7.2849
3,right,8.775,5.12297,7.42197
3,right,8.8,4.95024,7.62279
3,right,8.825,4.95649,7.51288
3,right,8.85,4.97774,7.40607
3,right,8.875,5.03984,7.72575
3,right,8.9,4.66456,7.83165
3,right,8.925,4.65915,8.02909
3,right,8.95,4.77849,7.86367
3,right,8.975,4.53712,7.82202
3,right,9.0,4.45327,7.97215
3,right,9.025,4.32448,7.81035
3,right,9.05,4.56244,7.88408
3,right,9.075,4.858,7.87456
3,right,9.1,4.55846,7.76279
3,right,9.125,4.84863,7.77486
3,right,9.15,4.53599,7.8489
3,right,9.175,4.56432,7.62502
3,right,9.2,4.80724,7.56665
3,right,9.225,5.23141,7.48722
3,right,9.25,5.46701,7.36221
3,right,9.275,5.8886,7.27936
3,right,9.3,5.7582,7.39272
3,right,9.325,5.9246,7.54642
3,right,9.35,5.64216,7.21141
3,right,9.375,5.64626,7.03718
3,right,9.4,5.25753,7.25862
3,right,9.425,5.15194,7.103
3,right,9.45,5.19631,7.31517
3,right,9.475,5.13855,7.42426
3,right,9.5,4.9296,7.38739
3,right,9.525,4.88285,7.52956
3,right,9.55,5.05079,7.55917
3,right,9.575,4.69142,7.56066
3,right,9.6,4.77664,7.63032
3,right,9.625,5.00535,7.80806
3,right,9.65,4.65751,7.76574
3,right,9.675,4.52727,7.87755
3,right,9.7,4.6651,7.9193
3,right,9.725,4.7233,7.98385
3,right,9.75,4.59797,8.12464
3,right,9.775,4.64344,8.005
3,right,9.8,4.55356,7.66481
3,right,9.825,4.61601,7.87768
3,right,9.85,4.4885,7.86563
3,right,9.875,4.82678,7.7477
3,right,9.9,5.07085,7.55427
3,right,9.925,5.32746,7.28219
3,right,9.95,5.62046,7.56424
3,right,9.975,5.86713,7.26218
3,right,10.0,6.09312,7.22342
3,right,10.025,6.02673,7.27209
3,right,10.05,5.77555,7.26008
3,right,10.075,5.48228,7.26213
3,right,10.1,5.28411,7.23768
3,right,10.125,5.26251,7.31617
3,right,10.15,5.1956,7.20586
3,right,10.175,4.87557,7.37986
3,right,10.2,5.01382,7.47108
3,right,10.225,4.99189,7.65566
3,right,10.25,5.05108,7.69555
3,right,10.275,5.08693,7.7522
3,right,10.3,4.74914,7.81603
3,right,10.325,4.79696,7.77765
3,right,10.35,4.75717,7.75393
3,right,10.375,4.89701,8.11145
3,right,10.4,4.90007,8.08091
3,right,10.425,4.75097,8.159
3,right,10.45,4.86526,7.91473
3,right,10.475,4.7548,8.03317
3,right,10.5,4.8075,7.77724
3,right,10.525,4.5053,7.81708
3,right,10.55,4.52617,7.68817
3,right,10.575,4.6712,7.57151
3,right,10.6,4.85424,7.64604
3,right,10.625,5.20062,7.44886
3,right,10.65,5.50296,7.57821
3,right,10.675,5.95692,7.32694
3,right,10.7,6.15157,7.25159
3,right,10.725,6.01329,7.0627
3,right,10.75,6.20354,7.20078
3,right,10.775,5.95538,7.21245
3,right,10.8,5.54808,7.28438
3,right,10.825,5.43831,7.23137
3,right,10.85,5.25872,7.20738
3,right,10.875,5.09914,7.41957
3,right,10.9,5.15955,7.40278
3,right,10.925,4.95757,7.42294
3,right,10.95,5.19321,7.51919
3,right,10.975,5.04611,7.79096
3,right,11.0,5.01818,7.67204
3,right,11.025,4.89906,7.81279
3,right,11.05,4.81448,7.95495
3,right,11.075,4.91237,8.07977
3,right,11.1,4.80439,8.04747
3,right,11.125,4.6304,7.90203
3,right,11.15,4.43878,8.0153
3,right,11.175,4.81023,7.83262
3,right,11.2,4.79227,7.91131
3,right,11.225,4.92501,7.89304
3,right,11.25,4.68395,7.98716
3,right,11.275,4.83513,7.74097
3,right,11.3,5.12173,7.47079
3,right,11.325,5.0474,7.42513
3,right,11.35,5.459,7.56504
3,right,11.375,5.85142,7.2058
3,right,11.4,6.18444,7.2681
3,right,11.425,6.18783,7.19757
3,right,11.45,6.19631,6.98516
3,right,11.475,6.0251,7.10629
3,right,11.5,5.83918,7.12686
3,right,11.525,5.61363,7.33824
3,right,11.55,5.38427,7.22872
3,right,11.575,5.20704,7.56066
3,right,11.6,5.33166,7.24693
3,right,11.625,5.14303,7.35465
3,right,11.65,5.28775,7.62897
3,right,11.675,5.28876,7.562
3,right,11.7,5.10563,7.83811
3,right,11.725,4.77323,7.77324
3,right,11.75,4.87626,7.8687
3,right,11.775,4.85896,7.88872
3,right,11.8,4.74814,7.86371
3,right,11.825,4.82459,8.0668
3,right,11.85,4.92958,7.89318
3,right,11.875,4.54367,7.90091
3,right,11.9,4.7831,8.11842
3,right,11.925,5.07327,7.99971
3,right,11.95,4.79845,7.73595
3,right,11.975,4.72363,7.96078
3,right,12.0,4.63846,7.80598
3,right,12.025,5.10253,7.35136
3,right,12.05,5.12041,7.41984
3,right,12.075,5.81864,7.39952
3,right,12.1,5.93944,7.38483
3,right,12.125,6.19685,7.36332
3,right,12.15,6.25175,7.17233
3,right,12.175,5.96959,7.16089
3,right,12.2,5.7139,7.16902
3,right,12.225,5.40052,7.09679
3,right,12.25,5.38618,7.17852
3,right,12.275,5.313,7.39777
3,right,12.3,5.21613,7.41194
3,right,12.325,5.10727,7.38848
3,right,12.35,5.30356,7.41058
3,right,12.375,5.19839,7.61593
3,right,12.4,5.18209,7.81041
3,right,12.425,4.99546,7.90425
3,right,12.45,4.86025,7.79912
3,right,12.475,4.82212,7.91059
3,right,12.5,5.01335,7.88356
3,right,12.525,4.67008,7.73383
3,right,12.55,4.79645,8.06698
3,right,12.575,4.83021,8.03846
3,right,12.6,4.66858,8.00385
3,right,12.625,5.02939,7.92773
3,right,12.65,4.91224,7.92337
3,right,12.675,4.60603,7.82064
3,right,12.7,5.0571,7.68987
3,right,12.725,5.07393,7.63457
3,right,12.75,5.48933,7.47325
3,right,12.775,5.75054,7.48505
3,right,12.8,6.03546,7.46592
3,right,12.825,6.3896,7.31235
3,right,12.85,6.30134,7.30823
3,right,12.875,5.86695,7.25159
3,right,12.9,5.7352,7.03514
3,right,12.925,5.62028,7.2174
3,right,12.95,5.42729,7.21202
3,right,12.975,5.3458,7.21813
3,right,13.0,5.34445,7.35903
3,right,13.025,5.08101,7.39157
3,right,13.05,5.19109,7.4622
3,right,13.075,4.93691,7.59004
3,right,13.1,5.062,7.69841
3,right,13.125,4.9556,7.75232
3,right,13.15,4.91452,7.89888
3,right,13.175,5.1117,7.95148
3,right,13.2,4.71092,7.86847
3,right,13.225,5.1322,7.81831
3,right,13.25,4.78597,7.90405
3,right,13.275,4.8247,7.90555
3,right,13.3,4.67636,7.89494
3,right,13.325,4.62243,7.95081
3,right,13.35,4.73277,7.66866
3,right,13.375,4.89334,7.76538
3,right,13.4,4.73698,7.7519
3,right,13.425,5.20903,7.61583
3,right,13.45,5.21075,7.56129
3,right,13.475,5.65705,7.38493
3,right,13.5,6.00064,7.32149
3,right,13.525,6.12256,7.29361
3,right,13.55,6.29615,7.14946
3,right,13.575,5.88633,7.13825
3,right,13.6,5.76794,7.25002
3,right,13.625,5.70472,7.17904
3,right,13.65,5.48103,7.16447
3,right,13.675,5.30254,7.17681
3,right,13.7,5.08693,7.5429
3,right,13.725,5.08476,7.40632
3,right,13.75,5.2066,7.50007
3,right,13.775,5.25649,7.59323
3,right,13.8,5.08427,7.72013
3,right,13.825,5.0602,7.67626
3,right,13.85,4.88965,7.90981
3,right,13.875,4.8107,7.80698
3,right,13.9,4.98386,8.04333
3,right,13.925,4.84609,8.01585
3,right,13.95,4.65264,7.99819
3,right,13.975,4.8966,8.04058
3,right,14.0,4.80222,7.97162
3,right,14.025,4.76065,8.04692
3,right,14.05,4.60145,7.93675
3,right,14.075,4.66332,7.89238
3,right,14.1,4.87221,7.77756
3,right,14.125,5.30645,7.42517
3,right,14.15,5.44083,7.48903
3,right,14.175,5.92058,7.60871
3,right,14.2,6.0462,7.32299
3,right,14.225,5.96607,7.3804
3,right,14.25,6.01727,7.19803
3,right,14.275,5.76563,7.34836
3,right,14.3,5.62737,7.05972
3,right,14.325,5.30723,7.22961
3,right,14.35,5.15857,7.35897
3,right,14.375,5.41408,7.10022
3,right,14.4,5.12086,7.36003
3,right,14.425,5.30909,7.38296
3,right,14.45,5.03087,7.4251
3,right,14.475,4.99182,7.57116
3,right,14.5,4.90141,7.54984
3,right,14.525,4.98271,7.79793
3,right,14.55,4.6748,7.52535
3,right,14.575,4.79151,7.93423
3,right,14.6,4.91672,7.96365
3,right,14.625,4.81026,8.0496
3,right,14.65,4.61653,7.97334
3,right,14.675,4.77374,8.00151
3,right,14.7,4.82491,8.01959
3,right,14.725,4.4218,8.01697
3,right,14.75,4.70173,7.77388
3,right,14.775,4.79897,7.66014
3,right,14.8,4.67234,7.8814
3,right,14.825,4.7578,7.73147
3,right,14.85,5.13062,7.52976
3,right,14.875,5.47341,7.38306
3,right,14.9,5.63776,7.49787
3,right,14.925,6.07941,7.2454
3,right,14.95,5.99839,7.36982
3,right,14.975,6.26195,7.24611
4,left,0.0,5.24506,7.29854
4,left,0.025,5.02416,7.08555
4,left,0.05,5.29925,7.02733
4,left,0.075,5.8061,7.1695
4,left,0.1,6.11402,7.19164
4,left,0.125,6.47144,7.21139
4,left,0.15,6.21946,7.43806
4,left,0.175,6.24417,7.31727
4,left,0.2,5.39739,7.50432
4,left,0.225,5.7868,7.41703
4,left,0.25,5.61498,7.6762
4,left,0.275,5.51717,7.69512
4,left,0.3,5.55632,7.59163
4,left,0.325,5.1386,7.73653
4,left,0.35,5.27324,7.91248
4,left,0.375,5.19951,8.003
4,left,0.4,4.99908,7.96606
4,left,0.425,4.71001,8.02321
4,left,0.45,4.85524,8.04302
4,left,0.475,5.22815,8.04222
4,left,0.5,4.79953,8.02217
4,left,0.525,4.93737,7.84917
4,left,0.55,4.97849,7.83671
4,left,0.575,5.06346,7.83946
4,left,0.6,4.71858,7.59834
4,left,0.625,4.86243,7.49811
4,left,0.65,4.84919,7.6429
4,left,0.675,4.93498,7.33072
4,left,0.7,5.20369,7.50341
4,left,0.725,5.36007,7.23812
4,left,0.75,5.35904,7.35414
4,left,0.775,5.43497,7.04929
4,left,0.8,6.05795,7.13586
4,left,0.825,6.31852,7.46032
4,left,0.85,6.42646,7.25183
4,left,0.875,6.14726,7.25102
4,left,0.9,6.1166,7.45235
4,left,0.925,5.95075,7.63639
4,left,0.95,5.52585,7.62974
4,left,0.975,5.57925,7.7447
4,left,1.0,4.97149,7.93573
4,left,1.025,5.37987,7.71481
4,left,1.05,5.52713,7.80742
4,left,1.075,5.35665,8.0444
4,left,1.1,5.36882,7.99426
4,left,1.125,5.34444,7.97257
4,left,1.15,5.24166,7.93554
4,left,1.175,5.08733,7.89435
4,left,1.2,4.97891,7.79095
4,left,1.225,5.36874,7.98045
4,left,1.25,4.88175,7.79408
4,left,1.275,4.67033,7.69626
4,left,1.3,5.10945,7.70463
4,left,1.325,4.90559,7.38813
4,left,1.35,4.84404,7.47159
4,left,1.375,5.04666,7.29284
4,left,1.4,5.20747,7.35313
4,left,1.425,4.92509,7.33172
4,left,1.45,5.16092,7.34576
4,left,1.475,5.23938,7.29137
4,left,1.5,5.52813,7.07069
4,left,1.525,6.12816,7.19465
4,left,1.55,6.28319,7.44347
4,left,1.575,6.28096,7.28179
4,left,1.6,6.08844,7.18373
4,left,1.625,6.41961,7.52534
4,left,1.65,5.61765,7.56218
4,left,1.675,5.83133,7.62918
4,left,1.7,5.57107,7.6685
4,left,1.725,5.57858,7.66503
4,left,1.75,5.75149,7.78606
4,left,1.775,5.52669,7.94851
4,left,1.8,5.16442,8.153
4,left,1.825,5.15242,8.06492
4,left,1.85,5.52937,7.87568
4,left,1.875,5.0417,8.07784
4,left,1.9,5.19773,7.93125
4,left,1.925,4.83498,7.82009
4,left,1.95,5.27891,7.99606
4,left,1.975,5.31019,7.77795
4,left,2.0,5.20003,7.93469
4,left,2.025,5.2121,7.58307
4,left,2.05,5.34128,7.47106
4,left,2.075,4.72959,7.37596
4,left,2.1,4.72337,7.31007
4,left,2.125,5.55302,7.20238
4,left,2.15,5.03501,7.22214
4,left,2.175,5.48591,7.26216
4,left,2.2,5.36967,7.10233
4,left,2.225,6.01632,7.43808
4,left,2.25,6.61922,7.32851
4,left,2.275,6.08479,7.46462
4,left,2.3,6.39072,7.17284
4,left,2.325,6.15104,7.46554
4,left,2.35,5.97014,7.53422
4,left,2.375,5.62116,7.40612
4,left,2.4,5.64873,7.58301
4,left,2.425,5.7669,7.8355
4,left,2.45,5.22566,7.77243
4,left,2.475,4.94061,7.9375
4,left,2.5,5.53732,8.01641
4,left,2.525,5.53596,8.02804
4,left,2.55,5.15688,7.88644
4,left,2.575,5.28896,8.01767
4,left,2.6,5.438,7.96121
4,left,2.625,4.94143,7.9078
4,left,2.65,4.9083,7.81706
4,left,2.675,4.99534,7.8393
4,left,2.7,5.05386,7.76654
4,left,2.725,4.85352,7.59844
4,left,2.75,5.01164,7.57682
4,left,2.775,4.81493,7.3543
4,left,2.8,4.87864,7.36899
4,left,2.825,5.1187,7.11751
4,left,2.85,5.13333,7.29119
4,left,2.875,5.83897,7.27701
4,left,2.9,5.96706,7.10111
4,left,2.925,5.95308,7.21591
4,left,2.95,6.71977,7.15534
4,left,2.975,6.41674,7.22491
4,left,3.0,6.17111,7.14837
4,left,3.025,5.95993,7.42278
4,left,3.05,5.54799,7.58293
4,left,3.075,5.96868,7.62523
4,left,3.1,5.62511,7.65148
4,left,3.125,5.60898,7.63918
4,left,3.15,5.10804,7.91441
4,left,3.175,5.58484,7.88505
4,left,3.2,5.42622,7.93485
4,left,3.225,5.22124,7.92634
4,left,3.25,5.07153,7.91854
4,left,3.275,4.918,8.02903
4,left,3.3,5.32673,7.74979
4,left,3.325,4.92324,7.88366
4,left,3.35,4.85257,8.02178
4,left,3.375,4.72998,7.86144
4,left,3.4,4.96683,7.81436
4,left,3.425,4.91401,7.70568
4,left,3.45,4.89534,7.67061
4,left,3.475,4.98387,7.5521
4,left,3.5,5.11921,7.45508
4,left,3.525,5.19156,7.24183
4,left,3.55,4.83183,7.03293
4,left,3.575,5.58937,7.32722
4,left,3.6,5.48457,7.38515
4,left,3.625,5.79898,7.12152
4,left,3.65,6.26317,7.18543
4,left,3.675,6.13171,7.26655
4,left,3.7,6.3359,7.19618
4,left,3.725,6.12801,7.37685
4,left,3.75,5.99292,7.61948
4,left,3.775,5.6005,7.68472
4,left,3.8,5.41052,7.573
4,left,3.825,5.20659,7.63426
4,left,3.85,5.16322,7.62744
4,left,3.875,5.50806,7.89721
4,left,3.9,5.30759,7.76538
4,left,3.925,5.26403,8.0046
4,left,3.95,5.02589,7.94842
4,left,3.975,5.2798,7.86363
4,left,4.0,5.39016,8.04806
4,left,4.025,5.39969,7.80304
4,left,4.05,4.98579,7.67479
4,left,4.075,4.89464,7.81176
4,left,4.1,5.22673,7.70147
4,left,4.125,4.72224,7.66584
4,left,4.15,4.80313,7.57984
4,left,4.175,5.33853,7.63034
4,left,4.2,4.87476,7.43486
4,left,4.225,5.15068,7.48894
4,left,4.25,4.63198,7.24639
4,left,4.275,4.95556,7.24938
4,left,4.3,5.1808,7.34862
4,left,4.325,5.69393,7.25931
4,left,4.35,5.88462,7.20668
4,left,4.375,6.44793,7.17707
4,left,4.4,6.27532,7.21448
4,left,4.425,6.59074,7.36864
4,left,4.45,6.18919,7.30297
4,left,4.475,5.55235,7.68593
4,left,4.5,5.79239,7.6451
4,left,4.525,5.49433,7.83196
4,left,4.55,5.46461,7.8008
4,left,4.575,5.04811,7.7682
4,left,4.6,5.37159,7.9711
4,left,4.625,5.09542,8.03868
4,left,4.65,5.02913,7.86967
4,left,4.675,5.28042,8.01161
4,left,4.7,5.05387,7.91507
4,left,4.725,4.91954,7.82234
4,left,4.75,4.84969,7.98587
4,left,4.775,5.22,7.81466
4,left,4.8,4.86049,7.85816
4,left,4.825,4.71939,7.79691
4,left,4.85,4.59781,7.47655
4,left,4.875,4.83445,7.53341
4,left,4.9,4.7561,7.26839
4,left,4.925,4.69972,7.32423
4,left,4.95,4.75149,7.23048
4,left,4.975,4.7065,7.45929
4,left,5.0,5.07784,7.31216
4,left,5.025,5.37913,7.33647
4,left,5.05,5.95316,7.1967
4,left,5.075,5.95129,7.14174
4,left,5.1,6.06341,7.31807
4,left,5.125,6.12596,7.34555
4,left,5.15,5.80703,7.38434
4,left,5.175,5.69244,7.47587
4,left,5.2,5.74343,7.5356
4,left,5.225,5.20473,7.89316
4,left,5.25,5.10551,7.71458
4,left,5.275,5.32927,7.70677
4,left,5.3,5.16795,8.10623
4,left,5.325,5.21361,8.15427
4,left,5.35,5.25886,7.87886
4,left,5.375,4.94582,7.88931
4,left,5.4,4.58783,7.94621
4,left,5.425,4.8125,7.98401
4,left,5.45,5.04005,7.98217
4,left,5.475,4.73694,7.94624
4,left,5.5,4.60547,7.77262
4,left,5.525,5.28106,7.63191
4,left,5.55,4.67528,7.52521
4,left,5.575,4.52343,7.58544
4,left,5.6,4.66303,7.64903
4,left,5.625,4.57965,7.33024
4,left,5.65,4.88486,7.46114
4,left,5.675,4.72094,7.16481
4,left,5.7,5.21233,7.2923
4,left,5.725,5.1171,7.15473
4,left,5.75,5.39802,6.97471
4,left,5.775,6.28025,7.26384
4,left,5.8,5.68947,7.45063
4,left,5.825,5.9341,7.18191
4,left,5.85,5.82792,7.4711
4,left,5.875,5.86822,7.35752
4,left,5.9,5.51437,7.53134
4,left,5.925,5.22694,7.81938
4,left,5.95,5.83204,7.73218
4,left,5.975,5.1104,7.67333
4,left,6.0,5.20717,8.15315
4,left,6.025,5.4244,8.13496
4,left,6.05,5.31014,8.06899
4,left,6.075,4.91739,8.05522
4,left,6.1,4.74796,7.93182
4,left,6.125,5.11469,7.91938
4,left,6.15,5.22137,7.94939
4,left,6.175,4.99048,7.93327
4,left,6.2,4.94404,7.87284
4,left,6.225,4.53673,7.70174
4,left,6.25,5.22842,7.77085
4,left,6.275,4.55667,7.56272
4,left,6.3,4.74696,7.5546
4,left,6.325,4.94587,7.47732
4,left,6.35,4.7492,7.43149
4,left,6.375,4.42389,7.24604
4,left,6.4,4.89067,7.18209
4,left,6.425,5.27471,7.26343
4,left,6.45,5.44813,7.0439
4,left,6.475,5.38777,7.12243
4,left,6.5,5.92552,7.13346
4,left,6.525,5.77794,7.44776
4,left,6.55,5.94245,7.66998
4,left,6.575,5.91136,7.50919
4,left,6.6,5.98161,7.58964
4,left,6.625,5.42715,7.63149
4,left,6.65,5.27448,7.9405
4,left,6.675,5.12525,7.73556
4,left,6.7,5.08766,8.04357
4,left,6.725,4.82738,7.93668
4,left,6.75,5.04687,8.06247
4,left,6.775,4.90226,7.99398
4,left,6.8,5.38531,7.81299
4,left,6.825,4.92902,7.77059
4,left,6.85,5.13541,7.85804
4,left,6.875,5.01761,7.8144
4,left,6.9,4.66497,7.71919
4,left,6.925,5.06474,7.72765
4,left,6.95,4.44157,7.57855
4,left,6.975,4.71557,7.49612
4,left,7.0,4.84996,7.41692
4,left,7.025,4.95151,7.44946
4,left,7.05,4.9461,7.27564
4,left,7.075,4.78123,7.42176
4,left,7.1,4.65836,7.32128
4,left,7.125,4.86768,7.02582
4,left,7.15,5.42888,7.21174
4,left,7.175,5.25167,7.13373
4,left,7.2,6.13312,7.37548
4,left,7.225,5.49399,7.3431
4,left,7.25,6.19782,7.36316
4,left,7.275,5.91577,7.28664
4,left,7.3,5.88321,7.62428
4,left,7.325,5.47696,7.67762
4,left,7.35,5.32388,7.83341
4,left,7.375,5.16772,7.97331
4,left,7.4,5.03866,7.68793
4,left,7.425,5.1432,8.08406
4,left,7.45,5.23336,7.99361
4,left,7.475,4.74518,8.06775
4,left,7.5,4.65474,8.08115
4,left,7.525,4.89856,8.05379
4,left,7.55,4.734,7.98104
4,left,7.575,4.83915,7.75308
4,left,7.6,4.58405,7.83247
4,left,7.625,4.61013,7.6845
4,left,7.65,4.6615,7.66851
4,left,7.675,4.76531,7.43748
4,left,7.7,4.90036,7.61625
4,left,7.725,4.58543,7.51424
4,left,7.75,4.44752,7.42787
4,left,7.775,5.02191,7.08144
4,left,7.8,4.6419,7.23397
4,left,7.825,4.53585,7.20936
4,left,7.85,4.8836,7.3072
4,left,7.875,4.87353,7.2193
4,left,7.9,5.43213,7.31719
4,left,7.925,5.51462,7.48209
4,left,7.95,6.07042,7.29789
4,left,7.975,5.76955,7.26284
4,left,8.0,6.11665,7.6732
4,left,8.025,6.0006,7.68592
4,left,8.05,5.23851,7.8883
4,left,8.075,5.40728,7.80423
4,left,8.1,5.09924,7.80739
4,left,8.125,4.60649,7.94523
4,left,8.15,5.3552,7.87491
4,left,8.175,5.11189,7.99011
4,left,8.2,4.68547,8.02045
4,left,8.225,5.00197,7.92172
4,left,8.25,5.01209,7.84238
4,left,8.275,5.14524,7.7845
4,left,8.3,4.89682,7.81269
4,left,8.325,4.78213,7.68594
4,left,8.35,4.32795,7.81499
4,left,8.375,4.87583,7.67866
4,left,8.4,4.84233,7.68143
4,left,8.425,4.68001,7.47754
4,left,8.45,4.8733,7.4876
4,left,8.475,4.76219,7.2886
4,left,8.5,4.44382,7.03575
4,left,8.525,4.46326,7.28524
4,left,8.55,5.12833,7.26989
4,left,8.575,5.19652,7.27776
4,left,8.6,4.98425,7.24269
4,left,8.625,5.61778,7.22136
4,left,8.65,6.01031,7.38257
4,left,8.675,6.26677,7.55602
4,left,8.7,5.98576,7.56953
4,left,8.725,5.66371,7.47764
4,left,8.75,5.93808,7.7691
4,left,8.775,5.11252,7.72155
4,left,8.8,5.14045,7.91935
4,left,8.825,5.20418,7.82747
4,left,8.85,5.24677,8.06739
4,left,8.875,4.70232,7.89595
4,left,8.9,5.24089,7.96076
4,left,8.925,5.31012,8.02788
4,left,8.95,5.17208,7.85945
4,left,8.975,4.89484,7.88939
4,left,9.0,5.19068,8.03673
4,left,9.025,5.14683,7.87996
4,left,9.05,4.81351,7.66332
4,left,9.075,5.10502,7.63872
4,left,9.1,4.55677,7.32206
4,left,9.125,5.0204,7.36514
4,left,9.15,4.68185,7.24948
4,left,9.175,4.86988,7.03715
4,left,9.2,5.04606,7.00818
4,left,9.225,4.95523,7.3183
4,left,9.25,4.7404,7.27445
4,left,9.275,5.42767,7.26366
4,left,9.3,5.48166,7.25782
4,left,9.325,6.04113,7.37809
4,left,9.35,6.21436,7.25235
4,left,9.375,6.27508,7.19224
4,left,9.4,6.03903,7.53641
4,left,9.425,5.50918,7.48006
4,left,9.45,5.30698,7.70052
4,left,9.475,5.65462,7.67753
4,left,9.5,5.86807,7.77173
4,left,9.525,4.92003,7.7953
4,left,9.55,5.27746,8.02526
4,left,9.575,5.49834,7.95198
4,left,9.6,4.98709,7.86083
4,left,9.625,5.12738,7.98373
4,left,9.65,4.99149,8.14654
4,left,9.675,4.5848,7.8051
4,left,9.7,5.1403,7.9675
4,left,9.725,4.7392,7.76065
4,left,9.75,4.89637,7.66335
4,left,9.775,4.8865,7.6094
4,left,9.8,5.05279,7.58444
4,left,9.825,5.00037,7.47977
4,left,9.85,5.05179,7.38439
4,left,9.875,4.62676,7.26023
4,left,9.9,4.86595,7.34875
4,left,9.925,4.69418,7.0402
4,left,9.95,4.8553,7.26943
4,left,9.975,5.33134,7.34946
4,left,10.0,5.62385,7.43379
4,left,10.025,6.15074,7.28401
4,left,10.05,6.26341,7.2082
4,left,10.075,6.2296,7.38486
4,left,10.1,5.94706,7.34213
4,left,10.125,6.16902,7.50498
4,left,10.15,5.89316,7.54511
4,left,10.175,5.8691,7.92097
4,left,10.2,5.39597,7.91869
4,left,10.225,5.43225,7.90483
4,left,10.25,5.50218,8.11658
4,left,10.275,5.53273,7.96534
4,left,10.3,4.96488,8.25282
4,left,10.325,5.11765,7.95871
4,left,10.35,4.92916,7.90909
4,left,10.375,5.19512,7.68792
4,left,10.4,4.93269,7.77072
4,left,10.425,4.93584,7.76915
4,left,10.45,4.87609,7.77771
4,left,10.475,5.39645,7.74227
4,left,10.5,4.90559,7.53497
4,left,10.525,5.4006,7.43096
4,left,10.55,4.99583,7.44299
4,left,10.575,4.7413,7.42019
4,left,10.6,4.87695,7.20255
4,left,10.625,5.39448,7.19457
4,left,10.65,5.45122,7.0035
4,left,10.675,5.40152,7.13117
4,left,10.7,5.60557,7.08571
4,left,10.725,6.33521,7.30776
4,left,10.75,5.97865,7.15973
4,left,10.775,6.42659,7.28194
4,left,10.8,6.40327,7.55145
4,left,10.825,5.82876,7.38183
4,left,10.85,5.75774,7.62713
4,left,10.875,5.71301,7.7077
4,left,10.9,5.6359,7.87952
4,left,10.925,5.43543,7.99931
4,left,10.95,5.21104,8.03807
4,left,10.975,5.48802,8.10621
4,left,11.0,5.1904,8.08312
4,left,11.025,5.44005,7.93475
4,left,11.05,5.38332,8.19358
4,left,11.075,4.96379,7.87055
4,left,11.1,5.19571,8.0509
4,left,11.125,4.94176,7.72098
4,left,11.15,4.86109,7.86198
4,left,11.175,4.76863,7.59758
4,left,11.2,4.79374,7.66274
4,left,11.225,4.55146,7.61284
4,left,11.25,4.72571,7.49162
4,left,11.275,4.86766,7.40523
4,left,11.3,5.22927,7.23928
4,left,11.325,4.71448,7.12468
4,left,11.35,4.90919,7.22389
4,left,11.375,5.31799,7.0705
4,left,11.4,5.48253,7.28992
4,left,11.425,5.81851,7.18564
4,left,11.45,6.16986,7.20863
4,left,11.475,6.24939,7.54485
4,left,11.5,6.48636,7.21079
4,left,11.525,6.25559,7.32862
4,left,11.55,5.75933,7.5972
4,left,11.575,5.49978,7.73762
4,left,11.6,5.84942,7.77217
4,left,11.625,5.63826,7.79009
4,left,11.65,5.24392,8.02848
4,left,11.675,4.95042,8.03188
4,left,11.7,5.2882,7.9184
4,left,11.725,5.55505,8.08648
4,left,11.75,5.2953,8.03011
4,left,11.775,4.75277,8.18021
4,left,11.8,5.07553,7.93285
4,left,11.825,5.30187,8.06392
4,left,11.85,4.51,7.79993
4,left,11.875,4.9441,7.75859
4,left,11.9,4.79347,7.44632
4,left,11.925,4.65396,7.48887
4,left,11.95,5.30581,7.49646
4,left,11.975,4.85673,7.32644
4,left,12.0,4.83957,7.20497
4,left,12.025,4.8812,7.13798
4,left,12.05,4.90971,7.18291
4,left,12.075,5.0294,7.23712
4,left,12.1,5.483,7.1698
4,left,12.125,5.94307,7.17197
4,left,12.15,5.98758,7.53578
4,left,12.175,5.9185,7.31003
4,left,12.2,6.3172,7.45096
4,left,12.225,6.41041,7.41777
4,left,12.25,5.85432,7.5551
4,left,12.275,5.70515,7.76397
4,left,12.3,5.55369,7.6999
4,left,12.325,5.34881,7.78451
4,left,12.35,5.53759,8.10903
4,left,12.375,5.69918,7.84856
